gene_short_name,Y(1),Y(2),Y(3),AL 15 (1),AL 15 (2),AL 15 (2),DR 15 (1),DR 15 (2),DR 15 (3),ALtoDR(1),ALtoDR(2),ALtoDR(3),DRtoAL(1),DRtoAL(2),DRtoAL(3)
Mapk7,0.22211,0.128417,0.223896,0.294206,0.46117,0.393211,0.24798,0.493063,0.40866,0.311578,0.117596,0.466218,0.696811,0.6282,0.776064
Epn2,1.14609,2.32271,0.639363,4.4389,2.26584,1.52944,2.15355,1.38298,1.45182,2.04759,0.986712,1.24215,1.23994,1.09097,0.949094
B9d1,0.52325,0.218078,0,0.293121,0.644004,0.27975,0.35491,0,0.838103,0.0972108,0,0.378415,0.842986,0.212282,0
Sec24b,10.3754,7.49513,11.5807,9.40032,10.2302,9.82529,9.74793,12.5602,12.1955,6.33564,7.58315,7.35676,6.92022,6.43304,4.07243
N4bp3,0.718733,0.823405,0.863326,1.10481,0.954715,1.01655,0.787194,0.511129,0.616615,0.184029,0.236035,0.128713,0.395449,0.500875,0.718527
Rmnd5b,4.35851,3.09713,3.576,3.27044,5.3368,3.98209,2.214,2.32932,1.78031,1.98787,3.74444,1.13916,3.60117,3.051,4.49157
Nhp2,20.3793,23.5712,23.879,17.6433,18.6174,14.4085,14.1261,17.7867,17.4996,4.86885,5.53568,4.75413,7.15828,6.55809,8.15079
1300018I17Rik,3.20054,2.12767,2.49719,2.73356,3.77947,4.22917,4.61918,3.08868,3.31799,2.09975,1.9435,1.85412,2.39419,1.62678,2.1612
Zfp276,2.48945,2.39104,3.87722,3.20907,2.38697,2.6507,3.3201,3.58078,1.75557,2.11112,3.27188,1.74001,1.73122,3.84885,3.09863
C1ql4,0,0,0,0.134234,0,0,0.112014,0.233723,0.089071,0,0,0.0356002,0.112216,0,0.175825
Mfsd10,1.6615,2.00516,3.57434,1.62335,1.97388,1.7662,3.44202,3.41078,2.55983,0.924335,0.771343,1.00761,0.603608,0.775585,2.26782
Luzp1,3.54086,3.97086,8.55344,4.6467,4.5249,3.1385,4.52266,7.46272,5.1685,3.61253,2.19067,2.32937,2.16694,2.56157,2.26793
Slc13a2,0.786683,0.352558,0.853435,0.109579,0.234986,0.742419,0.363766,0.707913,0.830629,0.367051,0.600133,0.119327,0.381312,0.474046,0.247716
Kctd10,3.20937,2.70367,2.988,3.84502,3.61069,3.51056,3.69419,3.51363,3.07373,3.56966,2.65775,2.0336,3.01418,2.65473,3.94428
Poldip2,38.7184,30.0185,40.9051,36.2991,40.4467,40.9901,40.9769,48.754,42.3318,32.0533,32.8802,19.6555,33.0896,25.6899,33.5453
Sebox,0.262911,0.0426686,0.0592581,0,0.0676201,0,0.0705084,0.154339,0.166667,0.0984135,0.19435,0.0639225,0.43236,0.304157,0.145224
Ift20,98.9005,81.149,101.01,68.7041,89.3522,79.1188,62.2535,72.8694,72.0802,23.3515,20.8829,5.98839,31.7626,27.9151,44.1655
Col6a1,0.836213,0.652201,0.704938,1.15182,0.632119,0.81944,1.27526,0.69942,1.14389,1.00754,0.831802,0.537353,1.28501,0.938384,0.828056
Pcbp3,0.929177,0.346063,0.276062,0.785233,0.661322,0.417975,0.951198,1.12757,0.791217,0.978644,0.488566,1.18273,0.910193,0.28467,0.879806
Lgals9,401.66,276.412,356.87,304.516,449.062,350.416,156.569,178.193,137.359,86.7324,84.1606,51.0913,166.521,162.193,199.483
Araf,26.4079,19.1364,23.4949,22.4854,21.9783,20.6979,21.185,23.0747,20.5383,15.2093,16.5289,14.5699,14.4552,12.7606,17.5021
Cfp,5.48972,5.18193,5.17794,6.57981,8.771,5.15506,5.88575,6.00469,5.66748,5.9614,2.39689,0.628502,2.00215,1.59462,3.79634
Timp1,0.283538,0.328395,0.322816,1.40737,0.180825,1.09725,0.383414,0,0.420568,0,0.137396,0,0,0,0
Uxt,21.6784,19.8333,35.7204,20.0424,32.8563,20.9003,22.7638,33.8159,27.2803,16.4832,16.2534,9.8815,18.9005,15.6039,18.982
Cnnm3,2.6986,2.49117,3.49818,1.96005,2.18488,2.97958,2.44847,2.28584,1.64583,0.782884,1.17157,1.55069,1.31259,0.937034,1.44352
Lman2l,4.08281,4.40517,4.29393,2.70928,2.77695,4.32119,3.56701,4.1951,3.48175,1.23266,0.675292,0.822954,1.96176,1.3425,0.976987
Mcm3ap,2.65922,1.92259,2.51512,1.73776,1.94289,2.3327,1.55175,1.61567,1.23792,1.38446,1.59193,1.55447,2.4049,2.3829,2.15127
Pcnt,1.50634,0.770244,0.760919,1.33727,1.18915,1.08675,1.08936,1.26477,0.930574,1.23717,1.02929,0.965733,1.06141,0.888213,0.584344
Ftcd,119.657,81.6463,131.476,80.5523,113.551,106.087,88.0805,90.4511,85.3735,36.1939,41.6074,22.5308,46.1259,48.2731,59.8609
Mxd1,0.411641,0.391693,0.582643,0.389776,0.807033,0.519563,0.998327,0.920582,0.630083,2.07336,1.75202,0.882307,1.28965,1.11446,0.932906
Gmcl1,5.96289,6.1003,6.26531,4.88515,5.92706,5.71806,5.00866,6.16921,4.3855,5.14817,4.0972,4.2087,4.52147,5.48752,3.49481
Snrnp27,10.5348,11.0462,14.2683,10.9457,13.0896,8.60394,9.8686,9.7375,7.90016,12.4432,10.3514,5.96215,9.44891,7.78127,14.0855
Oas1c,0.619728,0.786315,0.17032,0.625516,0.428022,0.407973,0.366663,0.219964,0.134327,0.127267,0.0325793,0.00994145,0.22929,0.095688,0.492267
Oas1h,0,0,0,0,0.0630167,0.0312954,0,0.0963579,0,0,0,0,0,0,0
Ocrl,2.0486,1.15622,2.91686,1.30802,1.92414,1.54551,1.16829,1.07209,1.4728,0.993436,0.869271,1.95713,1.01819,1.39922,1.39923
Calm1,45.0712,43.5496,49.2173,53.7475,62.4617,43.6082,27.9629,39.9,25.9711,102.713,78.729,32.2919,126.636,102.379,153.303
Agpat3,60.2923,59.0892,63.525,70.4596,73.578,73.7593,74.7801,67.1913,60.8758,48.1831,35.6842,21.22,46.4761,37.1467,44.0682
Slc26a3,0,0,0,0,0,0.0556067,0.289462,0,0.267565,0.150117,0.244335,0.207901,0.135924,0.0917994,0.106602
Sema6b,0.778861,0.528819,0.626766,0.556244,0.806153,0.709459,0.50196,0.684958,0.665282,0.510272,0.569764,0.470371,0.484156,0.205764,0.173106
Uhrf1,0.115737,0.26746,0.364837,0.431348,0.273498,0.0541004,0.126628,0.0667199,0.167053,0.188093,0.0438956,0.0232878,0.0688856,0.286274,0.292272
Dpp9,6.91258,7.16345,8.48925,6.16164,7.70608,9.30956,3.83027,4.76687,5.13728,3.40957,2.91218,2.46637,6.85684,5.87796,6.94901
Ramp2,6.19439,6.79588,11.2786,7.09608,7.8184,7.59116,8.05116,10.6522,9.82259,5.01247,4.26964,2.07531,3.87529,1.97975,4.26938
Lsr,68.3731,64.2265,64.2866,40.4175,54.2516,38.5448,48.5621,49.473,44.6156,37.1005,39.7527,14.2054,32.9522,29.5394,43.0536
Gramd1a,2.85943,2.25046,3.59447,2.44728,2.83787,2.70395,3.29262,3.3841,2.38825,1.51023,1.62545,0.75399,0.644819,0.736204,1.1131
Hpn,64.8173,57.4361,80.8589,66.1363,47.6447,59.8406,76.7731,77.8147,72.0637,64.3459,60.5495,31.276,51.3452,52.8451,69.0027
Gabrg1,0,0,0,0,0,0,0.00917892,0,0,0,0.0801979,0.00877227,0,0,0
Ckb,1.58848,1.21489,1.92064,2.84516,2.53505,2.08635,1.70839,1.56323,1.75238,1.04618,1.14886,0.464464,2.00221,1.81016,2.0229
Sp1,7.23433,6.907,5.54118,5.55107,6.62429,6.63085,5.43587,7.23542,4.34485,10.2451,11.5529,10.5058,14.2331,12.4512,13.9968
Itgb7,0.152757,0.224059,0.0828145,0.294631,0.715248,0.980817,0.487581,0.260822,0.567408,0.359148,0.159485,0.145193,0.662683,0.3352,0.585542
Myg1,6.79451,6.32905,7.98513,5.76673,7.4117,4.54183,5.68282,7.62849,6.49015,3.18482,5.94563,2.80343,5.46344,4.11485,7.19646
Rarg,0.433899,0.589763,0.520068,0.789358,0.863742,0.571937,1.68656,1.03528,0.855947,0.955156,1.63802,0.615304,1.01766,1.88889,0.636293
Pfdn5,70.1059,74.0366,84.76,80.6592,86.7695,70.9555,79.6727,75.6335,82.9986,40.2295,43.4309,15.1496,33.2038,25.6052,42.6404
Efnb2,0.481858,0.282885,0.218601,0.940638,0.298342,0.478532,0.728071,0.59484,0.746441,0.628427,0.912294,0.531051,0.456488,0.454885,0.574752
Rrp15,5.35918,5.6073,7.54597,4.56453,6.02602,5.18275,4.42043,6.14202,6.19931,6.06742,7.31359,4.86192,6.87828,5.57137,8.51039
Rnd2,5.43097,6.1601,7.15347,8.03875,12.1169,6.15923,7.01139,9.65366,4.77632,7.49609,7.30383,6.54624,2.80589,3.76914,2.94776
Srr,31.2702,24.5201,26.1013,21.9372,35.1582,34.266,23.4433,32.5126,18.5379,32.4389,17.9647,10.13,33.3353,33.9022,38.5556
Sync,0.048285,0.114827,0.372609,0.17566,0.0260062,0.0541492,0.190189,0.0636033,0.111438,0.0212158,0.0210924,0.0799619,0.223563,0,0.0353687
Fndc5,0.0162952,0.140492,0.100576,0.119385,0.240378,0.0685033,0.159574,0.0842176,0.13831,0.0919455,0.466907,0.281289,0.759699,0.065881,0.120093
Acp5,66.8012,51.3552,59.3814,60.5527,70.9415,69.8216,65.9458,78.7614,46.5427,19.1112,15.0808,5.87612,19.8156,13.6288,21.3088
Cnn1,0,0.135223,0.0551567,0.193749,0.29236,0.139181,0.956047,0.0723281,0.207952,0.16593,0.100139,0.0855799,0.641879,0.15308,0.211548
Fbxo9,60.8664,49.3495,62.9333,44.0735,50.8087,55.9507,59.1173,61.5717,63.7955,34.5142,33.3481,15.7554,29.7291,24.6767,29.4325
Ccdc132,2.90044,2.64783,2.54673,3.26625,2.93913,2.07571,2.67692,2.46202,1.22225,6.99681,8.60568,4.55378,6.40463,6.54517,8.89485
Apbb3,2.97249,2.08071,3.44418,2.88116,2.76648,2.11749,2.73958,3.48569,1.58929,1.54884,2.7971,5.03624,1.28318,1.08517,1.87341
Hars,13.6847,10.2174,12.6738,7.70399,12.9099,10.8024,10.9213,11.0254,8.71088,9.8619,8.98104,4.43808,9.28964,6.96515,12.1737
Zmat2,6.39503,9.13392,6.30965,8.46148,7.85083,6.24583,4.78119,5.10916,5.34184,15.0972,9.58219,6.15121,10.0531,11.1456,13.7144
Ube2c,1.62029,0.981984,0.269515,0.259729,1.15377,0.445664,0.261248,0.150142,0.422576,0.274406,0,0.048458,0.261125,0.107517,0.107545
Smg5,3.43476,2.77137,4.11513,2.47282,2.91083,3.48819,2.63464,3.82184,2.57781,5.19165,3.53425,1.37982,4.66957,3.90721,4.69239
Cct3,40.3373,33.2131,33.0028,24.5231,33.9103,25.5325,19.3106,26.2842,23.3441,20.1356,21.5465,14.5078,31.2428,19.1173,39.2208
Rhbg,3.31605,3.38953,3.59075,3.09128,3.44336,4.51452,1.84596,1.43707,1.63034,1.07488,0.47748,0.232591,2.47081,2.35807,3.14321
0610031J06Rik,35.588,26.2147,33.8935,26.7449,33.5272,38.5621,40.2032,43.9534,32.3241,11.8181,7.52067,7.51631,13.5007,11.573,19.2931
Mef2d,3.644,2.25478,3.67791,4.62835,3.15445,3.33954,4.93691,6.94536,7.34925,5.20347,6.64894,6.81397,2.54253,2.06043,2.4362
Tmem79,0.691382,0.632802,1.29327,0.44215,0.840573,0.863772,1.03756,1.27507,1.52513,0.734663,0.977042,0.511854,1.06791,0.904168,0.79544
Snd1,38.1456,24.3816,31.9335,28.9811,30.27,29.1064,27.2409,29.6041,32.2725,27.6329,32.173,12.2086,25.7068,29.7837,31.3336
Col18a1,72.7273,62.7536,75.2862,87.2338,69.4279,73.0462,73.2741,70.2729,56.1762,123.516,115.534,59.0745,109.295,119.42,139.338
Slc19a1,1.15225,1.9678,2.1899,1.43764,1.98317,1.70534,3.82407,5.54935,3.61691,4.09039,4.41666,3.98231,0.768769,1.29936,2.2272
Kpnb1,17.902,17.7569,17.4507,16.0193,20.7502,18.053,12.7938,12.9083,11.8638,28.8604,19.3134,18.0634,22.4072,20.4932,25.5008
Npepps,8.48565,10.196,13.9851,10.0915,10.7417,10.4523,11.3826,12.3029,10.411,3.86453,5.90065,7.60158,6.18298,6.39939,4.56347
Tbx21,0.11423,0.0419816,0,0.0209243,0.10539,0.114092,0.0866963,0.0736874,0.0277844,0.0349831,0,0.0218887,0.11155,0.054466,0.0274336
Mrpl10,15.6761,14.1534,18.4221,15.3535,16.4281,16.0898,11.0699,15.6327,11.552,6.64986,5.72712,3.04413,7.3972,6.4491,7.96944
Cyp51,38.6419,32.0315,30.2399,22.5006,37.0483,23.1245,20.6355,37.7547,25.6906,80.2191,72.6955,45.9103,45.7139,66.2549,69.4244
Tcf25,20.1879,16.7264,20.7987,17.6676,23.5275,21.6774,25.5431,27.8314,20.7631,25.2417,23.882,16.1346,25.1768,22.3777,28.9608
Tubb6,1.95817,3.15714,2.08137,5.80534,4.62555,4.81626,2.6754,2.87849,2.47791,2.60419,1.71218,2.05636,2.6673,2.34214,2.16815
Def8,5.61581,5.98834,6.54834,6.65708,7.70841,6.66067,4.52662,4.1657,3.96595,2.1028,1.68136,2.90425,4.57112,5.6509,5.30444
Meox1,0.211295,0.305546,0.178883,0.141346,0.126507,0.0323814,0.104327,0.0252335,0.054277,0,0,0.0232807,0.0546428,0.0203089,0.0830636
Sost,0,0.0842394,0,0,0,0.0428496,0,0,0.0721202,0,0,0.0242651,0,0.0304357,0
Nkx2-1,0.742608,1.52016,1.27611,0.718333,0.366848,1.20166,0.869202,0.685547,2.79341,0.419942,0.253537,0.233551,0.614538,0.0625415,0.634081
Pax9,0.0117183,0.120776,0.240636,0.103639,0.14261,0.0816457,0.0741383,0.0941956,0,0.0887171,0.0905935,0.334642,0,0.109525,0.177502
Irx2,0,0,0,0,0,0,0,0.150765,0,0,0,0,0,0,0
Col1a1,0.885744,1.34054,0.863784,2.94606,0.475045,1.29859,0.867594,0.524414,1.37163,0.0583894,0.156346,0.0672448,1.60952,0.287656,1.25543
Itga3,0.842269,0.741398,0.852988,1.47636,1.31884,0.96983,0.885195,0.624648,0.811594,0.829853,0.997049,0.850646,0.666216,2.34145,0.773852
Sgca,0,0,0,0,0,0,0.08779,0.0863596,0,0,0.349822,0.917425,0.73214,0,0
Dlx3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxm1,0.182174,0.102057,0.100937,0.0948942,0.116311,0.0689583,0.28458,0.127455,0.101267,0,0,0.0161281,0,0.0532034,0.025653
Itfg2,2.726,1.97587,3.14874,2.18677,3.22284,3.10899,2.17528,2.69361,2.28071,1.13557,1.18175,1.90063,1.66573,1.91266,2.06103
Nrip2,0.0433341,0.161241,0.156293,0.0468992,0.127013,0.183138,0.132274,0.13095,0.061863,0.0922352,0.150939,0.276916,0.245371,0.173702,0.139241
Tulp3,0.0796079,0.167922,0.623409,0.321158,0.115008,0.469878,0.414058,0.139237,0.205579,0.319646,0.179851,0.268999,0.207267,0.198833,0.092995
Gtf2h4,9.7247,7.40724,7.75124,8.186,8.2143,8.05705,4.95485,7.73165,7.06192,3.93619,3.37827,1.70445,2.85556,4.04468,3.89092
Tubb5,27.5678,20.7183,29.9172,18.9174,19.3769,22.0535,14.3247,15.663,18.1332,17.8916,21.6658,6.67675,35.0656,20.2357,38.4425
Ell2,23.3824,18.9407,19.158,16.5707,19.5297,21.5285,31.3956,33.8766,34.5281,24.4604,34.9539,56.2138,16.8629,17.2262,19.3786
Jup,9.09495,8.22469,12.1555,10.8282,12.8513,13.3352,13.6483,16.7171,11.2624,6.83194,6.93686,5.30968,7.02121,6.62232,6.63561
Fkbp10,0.141358,0.0600664,0.0834039,0.317025,0.106286,0.316192,0.143642,0.394848,0.153543,0.310377,0.227446,0.303453,0.384051,0.180347,0.119068
Klhl10,0.0906033,0,0,0,0,0.0196899,0.0622658,0,0,0.036207,0,0.0292884,0,0.0271005,0
Mnx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nom1,6.67343,3.49862,3.92768,3.26275,5.58836,4.74881,4.86967,4.8467,2.89339,3.44705,2.52332,2.32776,2.93826,2.46724,2.2691
Ergic1,17.3284,16.2055,16.4149,13.8375,18.0551,19.3201,12.0256,12.6717,8.0857,17.0988,13.5088,5.74277,31.028,26.0125,30.3763
Tnk1,0.0747492,0,0.151197,0.130515,0.0462739,0.0479314,0.103815,0.0847232,0.0237201,0.0969954,0,0.0104308,0,0.142925,0
Acap1,0.235792,0.404042,0.468877,0.696737,0.668105,0.555077,0.295132,0.408315,0.790811,0.48955,0.586407,0.198026,0.213852,0.903474,0.526107
Tcea3,40.8379,37.4496,45.9172,37.3239,48.4884,51.367,42.0789,47.2774,42.4963,17.5288,16.8033,8.16732,20.1693,19.7885,22.8596
Csn3,0,0,0,0.063328,0,0,0,0,0,0,0,0,0,0,0
Ifrd1,22.8578,14.445,29.6974,28.08,21.2013,14.9498,27.5628,37.8627,58.5742,20.7856,41.6725,47.512,6.34527,7.09085,10.8943
Stk38l,8.73701,10.6679,8.30325,9.87942,11.0224,7.77451,6.27086,8.48285,6.4117,5.45608,4.11968,2.1268,4.76152,6.2825,5.11418
Brpf1,2.13533,1.69056,1.89306,1.44321,1.29263,1.86367,1.74786,2.05449,1.63027,2.23445,2.82868,1.87186,1.7498,1.54665,1.81643
Akr1b3,3.89306,3.89359,4.1014,2.88491,3.1795,2.6265,3.82816,6.47216,3.58748,2.30154,2.69749,1.36092,4.53771,3.55406,1.89584
Hoxc13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxc8,0,0,0,0,0,0,0,0.0271368,0,0,0,0.00870762,0.0236063,0.0175577,0
Hoxc6,0,0,0,0,0,0,0,0,0,0,0,0.0268978,0.104804,0.0389232,0.0402453
Gstt1,61.6336,66.4154,68.2108,137.678,124.382,106.075,98.3406,96.1672,86.7764,87.726,97.423,26.6216,74.7008,74.1362,90.7011
Gstt3,14.3074,9.93653,12.2049,32.4671,52.5713,42.5726,47.7768,34.4872,30.8936,50.7649,53.7783,38.7123,17.6174,26.4363,21.3471
Ddt,550.972,415.021,563.329,459.006,605.482,630.817,612.757,716.024,812.404,302.353,335.323,142.674,293.939,313.416,344.214
Tat,240.501,195.715,263.208,202.838,301.061,285.417,893.848,899.066,1103.68,1203.88,2088.39,1392.26,582.572,472.992,1015.77
Marveld3,0.604054,0.682266,0.524999,0.2564,0.523807,0.588124,1.37728,1.35216,1.84056,0.204708,0.31074,0.927197,0.146267,0.0258462,0.296171
Ddx18,14.9314,17.1366,24.0574,10.6504,12.7361,10.2427,8.42895,10.2074,13.128,5.28724,7.25028,6.00901,8.65306,5.04335,8.48516
Ubl3,21.1052,17.3891,23.2286,24.4689,27.536,29.4813,34.8291,39.4321,32.0542,51.2658,40.7736,21.0126,27.7903,24.5629,28.89
Gramd3,19.4891,12.4004,11.5787,14.3388,18.714,12.8045,10.6273,17.5604,9.48173,7.79735,7.79945,2.77583,6.28469,8.9984,9.29341
Eef1e1,8.94183,10.5007,12.9906,7.76894,7.34013,7.5501,10.41,11.6789,11.2605,8.27422,9.92177,7.88122,8.251,6.0092,5.84116
Akt1,8.65281,7.78327,8.90023,7.23766,7.49948,9.13935,12.3049,12.5755,9.84688,7.51105,6.01257,5.10244,5.35844,6.62624,7.28571
Cldn15,0.287487,0.17344,0.160655,0.246312,0.239891,0.177023,0.0974272,0,0.0755785,0.161533,0.465388,0.174298,0.225097,0.157995,0.165419
Il16,0.555884,0.469286,0.480845,0.661619,1.07025,0.882321,0.882279,0.757028,1.09879,0.987438,1.27085,0.907752,1.15094,1.17106,1.05108
Tcirg1,17.142,11.0605,14.0864,7.87107,10.1475,7.04585,8.80566,12.6774,6.43778,12.2052,12.6024,4.66321,7.84565,7.92563,14.3464
Naglu,6.35703,4.41584,6.4232,4.03088,5.21024,6.2259,9.23302,9.23904,4.47921,6.10876,6.79052,1.95758,5.5531,4.4842,5.04756
Coasy,42.7153,28.9832,37.0475,39.5516,53.4249,46.5005,41.0175,47.3231,35.5991,30.634,28.0303,14.4864,33.7335,30.6937,33.0411
Smo,0.761294,1.15217,0.873023,1.23015,0.98771,1.12019,0.771028,0.359585,0.422636,0.621301,0.543956,0.542756,1.42405,0.528283,0.953623
Tspan33,7.57901,6.70214,8.84187,3.49176,2.71607,4.04833,3.49482,2.75551,2.265,0.959492,0.560015,0.488012,4.90981,2.09714,4.42091
Crnkl1,3.48563,3.50004,3.26108,3.04734,3.57522,2.70084,1.79576,3.09685,1.43173,7.29401,5.22399,3.77792,8.72543,6.4458,9.87769
Rin2,1.54101,1.51559,1.62595,2.03421,1.79991,1.85005,1.81311,1.95084,1.41923,7.09978,5.26281,1.65702,3.08332,2.88994,4.69436
Folh1,0,0,0,0,0,0,0.0160083,0,0.0255193,0.0327134,0.102436,0.109875,0.0707079,0,0.0469912
Chordc1,14.4911,18.363,13.6498,10.5013,14.9892,13.3278,14.7441,16.1063,12.7133,18.046,12.0502,7.7327,28.2505,14.6848,41.3796
D10Wsu52e,10.8956,10.1279,11.132,10.1393,13.018,10.2722,9.94584,9.53312,10.1924,18.5573,19.4214,11.7657,19.4821,14.7806,18.9485
Pwp1,6.10347,6.61693,7.05248,6.41697,7.3563,6.12607,4.60759,5.93979,5.98248,6.43251,6.69777,4.43482,8.22756,5.32686,8.03527
Fbxo7,7.53753,6.08464,7.03339,5.64769,7.04421,7.09923,6.42724,7.66151,5.99151,6.94996,15.2229,5.28164,8.0136,6.09593,12.2337
Capns1,66.5102,53.1069,62.3199,77.6868,85.8348,90.1489,67.7012,60.1663,52.726,21.7352,23.2732,16.1615,33.0703,31.4154,25.7343
Lrp3,4.66712,4.16198,6.11042,3.62164,3.54919,4.65636,6.49135,5.94651,5.175,2.33988,1.15427,0.920042,2.69756,2.10794,2.33422
Dsg4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Evx2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hoxd12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folr1,0.0607449,0,0,0.0532098,0,0.611318,0.045117,0,0,0,0,0,0,0,0.103922
Clpb,18.602,13.3475,16.477,17.6396,21.6864,21.7278,17.2249,20.108,12.6012,10.8991,9.22009,4.46412,13.1303,10.2234,14.0953
Sep-07,22.5262,21.4054,22.561,24.7247,28.6921,21.6449,16.7523,17.6355,17.0116,31.1697,25.5274,12.061,30.7825,24.6805,31.5281
Zdhhc4,8.59546,6.41267,9.18711,6.73399,10.7139,9.15171,9.9188,13.3694,7.48533,8.17207,13.9908,6.15317,11.0095,11.13,13.0257
Rac1,28.0451,29.3977,29.7305,31.5457,30.2147,34.1092,35.913,37.8117,31.0336,27.9937,28.0797,17.7997,31.2719,28.5281,31.9892
Nup214,2.68885,2.94998,4.96641,2.57405,2.32971,3.35283,2.48558,4.44473,3.41101,2.60191,3.83633,3.47641,2.31143,2.38577,2.75535
Aif1l,0,0,0,0,0,0,0.0139926,0,0,0.779516,0,0.0409303,0,0.0694158,0.107683
Cpa3,0,0,0,0.0355884,0.0897865,0,0.0297594,0,0.0477156,0,0.0648266,0,0.502222,0.0891183,0
Ltbp1,0.541379,0.433045,0.273626,0.711059,0.844239,0.453956,0.715623,0.714228,0.709658,1.60927,0.752085,0.985651,1.33754,0.796666,0.942568
Ugp2,40.9931,36.3096,27.4385,58.7504,58.8096,68.2966,66.0479,80.0697,38.3344,144.157,142.418,65.6056,128.768,111.754,147.585
Kcnh6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trmt1,12.3671,9.09413,11.604,9.32534,7.48568,7.99825,12.0668,10.7672,13.3616,8.66873,8.87951,6.06295,7.67202,5.1922,7.0177
Nacc1,2.69351,2.90809,2.74368,2.10807,3.13143,4.1302,2.78433,3.01889,2.19219,3.2927,2.15446,2.58026,5.66196,4.43151,5.09748
Nfix,36.0457,37.6806,67.0842,26.1516,21.028,40.449,48.5234,40.7918,52.1282,7.9773,7.95265,7.68589,6.78289,9.34555,6.9559
Slc1a5,1.5489,1.04304,1.09842,0.851083,1.02648,0.824689,1.76777,1.8716,1.33348,1.28954,1.67404,1.68658,0.643137,1.11165,0.376965
Uba1,76.145,56.7685,65.83,48.0398,70.1504,62.3176,49.1143,61.1154,51.2458,45.7592,40.0138,25.9595,58.0174,41.7255,56.8573
Vwf,0.659378,0.376006,0.689496,0.762166,0.635567,1.17972,0.563711,0.872992,0.481806,1.37631,3.35516,2.35243,1.54095,0.853401,1.05427
Siae,6.64719,5.57202,5.26392,7.25438,11.8412,7.73815,8.28786,8.06199,5.17119,8.00377,8.61029,3.40211,8.36198,8.41817,8.47956
Vsig2,0.13348,0.0487438,0.423059,0.190554,0.182619,0.188419,0.637208,0.114174,0.128261,0,0,0.351669,0,0.520771,0
Esam,5.89794,4.79136,5.11642,7.69323,5.03301,5.84467,8.05132,7.1915,10.5368,1.33081,2.29078,2.89236,2.029,2.54512,2.42104
Spa17,1.36442,0.911441,0.676709,1.28728,1.20693,0.827993,0.612549,0.494513,1.37277,0.477539,0.131556,1.03539,0.738438,0.738523,0.0936058
Fam50a,15.896,11.4629,11.8753,13.1775,14.9736,12.4413,12.2054,14.1823,13.4128,6.85426,4.60342,4.19337,5.38299,4.15194,5.33942
Emd,3.3283,3.56843,4.03727,4.48495,3.63144,4.41425,5.21266,4.95036,7.26514,6.03211,5.23286,13.782,6.03563,5.5683,6.49021
Taco1,7.42185,8.37355,6.95801,9.6695,8.44559,5.83009,4.64717,6.10478,4.82013,8.4874,6.15962,3.522,15.2579,13.4525,13.1983
Grik3,4.59E-06,0.0352557,0.00333208,0.00496161,0.00771445,0.0158737,4.04E-05,2.39E-06,0.0281418,0.0120266,0.00840897,0.0165642,0.0186684,0.00861658,0.00838858
Gria3,0.366206,0.463756,0.760219,0.140241,0.0651836,0.167801,0.241559,0.258059,0.218575,0.0738812,1.27828,0.171876,0.0990122,0.317243,0.178315
Npas1,0.0480088,0,0,0,0,0,0,0,0.0357708,0,0,0.015457,0,0,0.0771509
Sipa1l2,0.302273,0.235157,0.528427,0.474502,0.379283,0.394423,0.72457,0.666519,0.447567,0.655503,1.06767,0.67576,0.531601,0.414966,0.626118
Ap4e1,1.26972,1.19697,0.968815,0.786034,1.0786,0.866798,0.831441,0.962659,0.813536,3.00867,3.18935,2.85733,2.20131,3.11286,3.09012
Blvra,8.746,6.6472,7.60017,7.2353,9.05133,6.71439,5.57181,6.72114,5.71269,8.87371,8.95316,4.22167,6.8159,6.36269,7.27518
Pdzd4,0.11449,0.0545934,0,0.117434,0.0182312,0.0480641,0.0468608,0.0443986,0.0963759,0.071729,0.0569753,0.0636379,0.029727,0.0109827,0.0588309
Srpk3,0.0489056,0.124973,0.178003,0.102909,0.324979,0.0864916,0.0614331,0.52616,0.0329481,0.0231966,0.392018,0.587645,0.0985672,0.0344832,0.111735
Idh3g,53.9099,40.413,52.0197,45.3374,60.4418,46.9151,40.9728,52.584,36.641,29.1173,41.1898,20.244,31.9538,30.2181,38.9377
Pnck,0.126883,0.0357205,0,0,0.0273195,0.0280529,0.248407,0.251258,0,0,0,0.0379828,0,0,0
Ssr4,130.969,119.858,159.776,86.5655,93.8768,88.204,98.6723,108.109,107.041,44.701,57.1885,23.6475,64.2948,45.3679,95.5823
Bcap31,45.4982,39.1987,35.4826,47.0876,49.7794,40.1527,37.7663,46.2259,35.9349,70.1547,55.5963,25.7898,65.6391,57.1243,75.6022
